org,teamproject,repo,url,last-push-date,pipeline-count,compressed-repo-size-in-bytes
"dhanishasangeeth0060","AdoMigration","AdoMigration","https://dev.azure.com/dhanishasangeeth0060/AdoMigration/_git/AdoMigration","05-Feb-2026 12:00 AM",1,"9,483,614"
"dhanishasangeeth0060","AdoMigration","Support","https://dev.azure.com/dhanishasangeeth0060/AdoMigration/_git/Support","09-Feb-2026 12:00 AM",0,"2,929"
"dhanishasangeeth0060","AgileProject","AgileProject","https://dev.azure.com/dhanishasangeeth0060/AgileProject/_git/AgileProject","01-Jan-0001 12:00 AM",0,"0"
"dhanishasangeeth0060","MyDevopsA400","MyDevopsA400","https://dev.azure.com/dhanishasangeeth0060/MyDevopsA400/_git/MyDevopsA400","01-Jan-0001 12:00 AM",0,"0"
